"prolific_ID","party","pol_affil","age","gender","ethnicity","treatment","stance","condition","aligned","vax_1","vax_2","vax_3","vax_4","elec_1","elec_2","elec_3","elec_4","dep_1","dep_2","dep_3","dep_4","dv_response_mean_vax","dv_response_mean_elec","dv_response_mean_dep","vax_partisanship","elec_partisanship","dep_partisanship","authorship","sex","party_binary"
"6516d5862e627be30bea296f","dem","Independent",52,"Male","Caucasian/White","repub","against","repub_against",0,50,50,45,50,0,30,0,0,15,15,15,85,48.75,7.5,32.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Democrat","AI language model",0,0
"6296290ec41bde1525dbb77e","dem","Democrat",37,"Male","Caucasian/White","repub","for","repub_for",0,70,100,85,75,0,0,0,0,100,100,50,75,82.5,0,81.25,"Moderate Democrat","Moderate Democrat","Moderate Republican","Politician",0,0
"63014447bcd5b69388099876","dem","Democrat",18,"Female","African American/Black","repub","for","repub_for",0,88,28,79,69,62,58,63,86,75,35,36,77,66,67.25,55.75,"Moderate Democrat","Moderate Democrat","Moderate Democrat","Student",1,0
"55acf681fdf99b3d5b2ab68c","dem","Democrat",39,"Female","Caucasian/White","dem","for","dem_for",1,100,100,100,100,0,0,0,0,0,0,0,100,100,0,25,"Moderate Democrat","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Journalist",1,0
"5966886dee2508000108b02c","dem","Democrat",34,"Female","Caucasian/White","dem","for","dem_for",1,87,100,83,85,71,83,10,67,1,12,4,1,88.75,57.75,4.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Activist",1,0
"5a4ffbc076d1c60001aa9438","dem","Democrat",36,"Female","Caucasian/White","repub","against","repub_against",0,100,100,100,100,0,0,0,0,41,50,50,45,100,0,46.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Independent / non-partisan / politically neutral","Activist",1,0
"62c08fa6cab36e3a08790b49","dem","Democrat",68,"Male","Caucasian/White","dem","against","dem_against",1,86,92,88,86,2,10,4,1,24,26,19,10,88,4.25,19.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Policy Expert",0,0
"6429ffe11a9806a9a95ad072","dem","Democrat",72,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,25,75,6,11,10,19,14,10,100,29.25,13.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model",1,0
"63b6643cdbd50289e125a3e3","dem","Democrat",50,"Female","Caucasian/White","repub","against","repub_against",0,91,88,82,90,10,18,14,7,40,37,37,28,87.75,12.25,35.5,"Strong Republican","Independent / non-partisan / politically neutral","Moderate Republican","Journalist",1,0
"5d44afdcad6d110019b0a960","dem","Democrat",58,"Female","Caucasian/White","repub","for","repub_for",0,100,100,94,100,40,40,20,45,75,80,65,70,98.5,36.25,72.5,"Moderate Republican","Moderate Democrat","Independent / non-partisan / politically neutral","AI language model",1,0
"5ede3d2ef7c9f9068776c4d2","dem","Democrat",56,"Male","Caucasian/White","dem","against","dem_against",1,70,70,60,65,5,5,1,1,2,1,0,1,66.25,3,1,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Democrat","AI language model",0,0
"5fb9b9c1c62f408e51e09e32","dem","Democrat",70,"Female","Caucasian/White","dem","for","dem_for",1,95,90,95,100,10,10,5,15,70,70,85,80,95,10,76.25,"Moderate Democrat","Strong Republican","Moderate Republican","Journalist",1,0
"5a65daf2c0d836000107d1ba","dem","Democrat",42,"Female","Caucasian/White","dem","against","dem_against",1,60,45,44,60,2,0,0,0,0,14,0,0,52.25,0.5,3.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Policy Expert",1,0
"5d1e2045a37a4d001a1fc2cb","dem","Democrat",24,"Male","African American/Black","dem","for","dem_for",1,75,15,50,60,0,0,0,0,100,100,100,100,50,0,100,"Moderate Republican","Strong Republican","Strong Democrat","Politician",0,0
"5ba288c63fd80800016308c4","dem","Democrat",30,"Male","Caucasian/White","dem","for","dem_for",1,97,92,100,92,16,29,36,31,30,29,31,50,95.25,28,35,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Republican","Activist",0,0
"5f4f9bc1f7598f06b2dc816f","dem","Democrat",70,"Male","Caucasian/White","dem","against","dem_against",1,91,100,96,100,7,12,6,0,100,100,100,100,96.75,6.25,100,"Moderate Democrat","Moderate Democrat","Moderate Republican","Professor",0,0
"63ea4ab1ce4168cbe9f63775","dem","Democrat",30,"Male","Caucasian/White","repub","against","repub_against",0,100,100,100,100,25,28,11,23,33,15,28,34,100,21.75,27.5,"Strong Republican","Independent / non-partisan / politically neutral","Moderate Democrat","AI language model",0,0
"5de7d7a6603b1b73f3944f8e","dem","Democrat",36,"Male","Caucasian/White","dem","for","dem_for",1,86,81,73,85,16,24,1,18,13,29,22,18,81.25,14.75,20.5,"Strong Democrat","Strong Democrat","Strong Republican","Activist",0,0
"65182c9349865c2cea60283c","dem","Democrat",45,"Female","Caucasian/White","repub","for","repub_for",0,68,34,63,38,71,71,66,69,15,17,6,5,50.75,69.25,10.75,"Strong Democrat","Moderate Democrat","Strong Republican","Politician",1,0
"5f480a472618b5169c7711e1","dem","Democrat",25,"Male","Asian or Pacific Islander","repub","against","repub_against",0,90,89,83,81,14,17,0,14,0,14,24,11,85.75,11.25,12.25,"Strong Republican","Moderate Democrat","Strong Democrat","Politician",0,0
"570b7b5fb9b52b00102d96f9","dem","Democrat",36,"Female","Caucasian/White","dem","against","dem_against",1,75,74,79,72,0,6,0,0,0,11,4,0,75,1.5,3.75,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Democrat","Policy Expert",1,0
"5a973b8235237b0001127686","dem","Democrat",43,"Female","Caucasian/White","repub","against","repub_against",0,35,17,57,30,8,4,1,3,3,3,6,7,34.75,4,4.75,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Democrat","Student",1,0
"63ba386fca1ef3cc33de26d2","dem","Democrat",51,"Male","Hispanic or Latino","repub","against","repub_against",0,100,20,100,100,20,20,0,0,80,80,80,80,80,10,80,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Democrat","Journalist",0,0
"60477705b440ae26c4aaf5bb","dem","Democrat",43,"Male","Other","dem","against","dem_against",1,100,100,100,100,0,0,0,0,14,9,10,10,100,0,10.75,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Democrat","Student",0,0
"5f9310b5c848c0098b27db59","dem","Democrat",27,"Male","African American/Black","dem","against","dem_against",1,60,62,58,46,68,44,71,57,59,39,48,92,56.5,60,59.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Democrat","Journalist",0,0
"5b4d39f2d4c93b00019c8217","dem","Democrat",59,"Male","Caucasian/White","dem","for","dem_for",1,50,50,50,29,20,4,2,6,49,55,60,62,44.75,8,56.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Republican","AI language model",0,0
"63868eb7abcf3f247da6f52b","dem","Democrat",55,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,3,10,0,0,20,20,28,27,100,3.25,23.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","Activist",1,0
"594a955b09c434000142a8fb","dem","Democrat",48,"Female","Caucasian/White","dem","for","dem_for",1,95,86,50,85,48,35,4,8,74,99,60,65,79,23.75,74.5,"Moderate Democrat","Strong Democrat","Moderate Republican","Policy Expert",1,0
"569298838d93fe000dfa033c","dem","Democrat",72,"Female","Caucasian/White","dem","for","dem_for",1,100,17,100,57,3,4,0,1,94,97,50,95,68.5,2,84,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Politician",1,0
"5ca24d9d6e2fef0016945d13","dem","Democrat",60,"Female","Caucasian/White","dem","against","dem_against",1,93,91,61,100,0,0,0,0,16,8,14,5,86.25,0,10.75,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","Journalist",1,0
"62bf3259b3f5491ecb5a24db","dem","Democrat",29,"Female","Caucasian/White","repub","against","repub_against",0,60,70,75,70,30,25,29,25,30,30,40,30,68.75,27.25,32.5,"Independent / non-partisan / politically neutral","Strong Republican","Moderate Republican","AI language model",1,0
"63d94906463da95ed3d8e627","dem","Democrat",24,"Male","Caucasian/White","dem","for","dem_for",1,100,100,100,100,15,60,10,15,10,10,10,10,100,25,10,"Moderate Democrat","Moderate Democrat","Moderate Republican","Activist",0,0
"63d7b1a0af0a978609a30e3b","dem","Democrat",30,"Male","Asian or Pacific Islander","dem","against","dem_against",1,55,34,70,55,15,25,8,6,30,32,39,38,53.5,13.5,34.75,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Democrat","Journalist",0,0
"55eb04337480920010aa9e0d","dem","Democrat",37,"Male","Caucasian/White","dem","for","dem_for",1,2,5,15,5,5,5,1,2,60,75,50,60,6.75,3.25,61.25,"Strong Democrat","Moderate Democrat","Moderate Republican","Politician",0,0
"5fa2b9a3c1d67f3a311db672","dem","Democrat",26,"Female","Caucasian/White","repub","against","repub_against",0,100,100,100,100,80,20,60,30,0,0,0,0,100,47.5,0,"Strong Republican","Moderate Republican","Strong Democrat","Journalist",1,0
"637d5f0f84db9e63ebafc4db","dem","Democrat",49,"Male","African American/Black","dem","against","dem_against",1,68,29,70,73,60,28,79,69,74,34,71,74,60,59,63.25,"Moderate Democrat","Moderate Democrat","Moderate Democrat","Politician",0,0
"60feb2be3bb57f04327c03f4","dem","Democrat",51,"Male","Caucasian/White","dem","against","dem_against",1,100,100,100,100,10,10,0,10,60,60,60,60,100,7.5,60,"Strong Democrat","Strong Democrat","Moderate Democrat","Activist",0,0
"64618c94bd9b28ed7b6472ce","dem","Democrat",30,"Male","Asian or Pacific Islander","repub","for","repub_for",0,100,90,90,90,65,65,25,60,50,65,65,50,92.5,53.75,57.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Republican","Journalist",0,0
"63d1e114550c261e5d78a941","dem","Democrat",27,"Female","Asian or Pacific Islander","dem","against","dem_against",1,85,85,85,85,0,0,0,0,20,20,20,20,85,0,20,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Activist",1,0
"60367f78082e3dedb8238ea3","dem","Democrat",77,"Female","Caucasian/White","repub","against","repub_against",0,90,82,95,100,0,0,0,0,37,54,43,50,91.75,0,46,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Democrat","Journalist",1,0
"640e4ddaf9f67c6c8ea4936b","dem","Democrat",66,"Female","Caucasian/White","repub","for","repub_for",0,93,50,69,60,3,12,0,0,79,72,50,68,68,3.75,67.25,"Strong Democrat","Moderate Republican","Strong Republican","Policy Expert",1,0
"6100000ff91c50669c1a1361","dem","Democrat",24,"Female","Caucasian/White","dem","for","dem_for",1,100,100,100,100,15,25,10,19,27,15,25,16,100,17.25,20.75,"Strong Democrat","Moderate Democrat","Strong Democrat","Activist",1,0
"5dd864447beb29822b6c1e86","dem","Democrat",32,"Female","Caucasian/White","dem","for","dem_for",1,50,50,27,76,59,87,68,31,96,98,89,4,50.75,61.25,71.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","AI language model",1,0
"628690801339eca9c44143cd","dem","Democrat",30,"Female","African American/Black","dem","against","dem_against",1,60,39,29,60,16,50,21,19,49,71,41,62,47,26.5,55.75,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Democrat","AI language model",1,0
"56a914f0119265000c6e13c5","dem","Democrat",38,"Female","Caucasian/White","repub","for","repub_for",0,35,33,36,12,58,60,39,58,86,79,71,62,29,53.75,74.5,"Moderate Democrat","Other (Libertarian, Green Party, etc.)","Moderate Republican","AI language model",1,0
"5f048fdc0aea5b0ae3215fc9","dem","Democrat",66,"Female","Caucasian/White","repub","against","repub_against",0,75,50,62,50,0,12,0,0,16,14,6,6,59.25,3,10.5,"Strong Republican","Strong Republican","Moderate Democrat","Activist",1,0
"63cc90d2bed7edb18c3fd155","dem","Democrat",60,"Or do you describe yourself in another way (write in gender identity)","Caucasian/White","repub","for","repub_for",0,92,93,91,86,30,67,9,23,22,20,8,17,90.5,32.25,16.75,"Moderate Democrat","Moderate Democrat","Strong Republican","Student",3,0
"5ee142b292607215593aa9af","dem","Democrat",55,"Female","Caucasian/White","repub","against","repub_against",0,98,87,91,90,3,13,1,2,9,10,8,6,91.5,4.75,8.25,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Democrat","Professor",1,0
"644c061ce861c17549323c00","dem","Democrat",48,"Male","Caucasian/White","dem","for","dem_for",1,91,91,93,84,60,41,8,60,29,46,19,67,89.75,42.25,40.25,"Strong Democrat","Moderate Democrat","Moderate Republican","AI language model",0,0
"5a6b4cd2d5d4cb0001d64740","dem","Democrat",34,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,4,2,0,0,9,10,29,6,100,1.5,13.5,"Moderate Democrat","Strong Republican","Strong Republican","Activist",1,0
"5bdc8d12b2fff7000189b6f8","dem","Democrat",71,"Female","Caucasian/White","repub","against","repub_against",0,100,100,93,100,0,0,0,0,10,10,10,5,98.25,0,8.75,"Moderate Democrat","Strong Democrat","Moderate Republican","Student",1,0
"60fd68c042738664376391e8","dem","Democrat",24,"Female","Caucasian/White","dem","against","dem_against",1,100,85,75,100,65,50,50,65,15,25,15,10,90,57.5,16.25,"Moderate Democrat","Strong Republican","Moderate Democrat","Journalist",1,0
"5eb5f6d5e38e9f4e6c8dde3f","dem","Democrat",25,"Female","Caucasian/White","dem","for","dem_for",1,100,100,100,100,79,100,24,0,0,0,0,0,100,50.75,0,"Strong Democrat","Moderate Republican","Independent / non-partisan / politically neutral","Professor",1,0
"643ead9be9be7fa2c20e1a53","dem","Democrat",57,"Male","Caucasian/White","repub","for","repub_for",0,100,100,90,90,20,10,0,0,60,60,40,40,95,7.5,50,"Moderate Democrat","Moderate Republican","Moderate Republican","Student",0,0
"5c388683fb3f0f0001fdf65a","dem","Democrat",36,"Male","Asian or Pacific Islander","repub","for","repub_for",0,95,95,100,95,1,1,0,0,75,75,75,65,96.25,0.5,72.5,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Republican","Policy Expert",0,0
