"prolific_ID","party","pol_affil","age","gender","ethnicity","treatment","stance","condition","aligned","vax_1","vax_2","vax_3","vax_4","elec_1","elec_2","elec_3","elec_4","dep_1","dep_2","dep_3","dep_4","dv_response_mean_vax","dv_response_mean_elec","dv_response_mean_dep","vax_partisanship","elec_partisanship","dep_partisanship","authorship"
"5b4370f330bbfd000105f991","dem","Democrat",57,"Male","Caucasian/White","dem","for","dem_for",1,96,100,95,96,21,16,9,13,5,6,6,2,96.75,14.75,4.75,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Republican","Activist"
"63d4a887e1ab7f8c5a4cc336","dem","Democrat",75,"Female","Caucasian/White","no role-play","against","no role-play_against",0,100,100,90,100,0,0,0,0,0,0,0,0,97.5,0,0,"Strong Democrat","Strong Democrat","Strong Democrat","Policy Expert"
"63d2094a50ed63bfb3b19fd4","dem","Democrat",42,"Male","Asian or Pacific Islander","no role-play","for","no role-play_for",0,89,75,87,89,3,9,1,3,40,37,40,37,85,4,38.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Independent / non-partisan / politically neutral","Policy Expert"
"63e53d570132a56f38a678ee","dem","Democrat",46,"Male","Caucasian/White","repub","for","repub_for",0,100,100,100,100,66,57,18,20,0,0,0,0,100,40.25,0,"Strong Democrat","Moderate Republican","Strong Republican","Activist"
"6102ced1a983f0479d576146","dem","Democrat",31,"Female","Caucasian/White","dem","against","dem_against",1,100,100,76,100,1,18,0,2,3,7,0,5,94,5.25,3.75,"Moderate Republican","Moderate Democrat","Independent / non-partisan / politically neutral","Activist"
"5a94ca1a873cda0001dc7147","dem","Democrat",33,"Male","Caucasian/White","no role-play","against","no role-play_against",0,75,75,90,80,0,10,0,0,20,15,10,10,80,2.5,13.75,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Democrat","AI language model"
"58ac91c38bf22a00015b91b3","dem","Democrat",56,"Male","Caucasian/White","dem","for","dem_for",1,100,100,100,100,9,40,4,7,60,63,31,40,100,15,48.5,"Strong Democrat","Strong Democrat","Moderate Republican","Politician"
"613e8615f92ddabff937b9c6","dem","Democrat",32,"Female","Caucasian/White","dem","for","dem_for",1,69,54,86,65,40,16,4,3,50,50,50,50,68.5,15.75,50,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Republican","Politician"
"645906dc264ac9eb66b7f3ec","dem","Democrat",49,"Female","Caucasian/White","repub","against","repub_against",0,76,50,37,35,50,50,50,50,3,20,9,7,49.5,50,9.75,"Other (Libertarian, Green Party, etc.)","Independent / non-partisan / politically neutral","Strong Republican","Student"
"63fa2f029381a13d9f2a36a8","dem","Democrat",53,"Female","Caucasian/White","no role-play","for","no role-play_for",0,50,50,90,50,0,0,0,0,80,80,60,60,60,0,70,"Strong Democrat","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","AI language model"
"639b3d670be4a9daf302f881","dem","Republican",53,"Female","African American/Black","repub","for","repub_for",0,79,37,91,34,75,16,32,23,89,88,90,16,60.25,36.5,70.75,"Moderate Republican","Moderate Democrat","Strong Republican","Journalist"
"5a381de00006450001bf2691","dem","Democrat",35,"Male","Caucasian/White","no role-play","for","no role-play_for",0,90,88,92,94,10,10,14,0,69,75,50,62,91,8.5,64,"Moderate Democrat","Moderate Democrat","Moderate Republican","AI language model"
"647652cb5644044df439e1fb","dem","Democrat",36,"Female","Caucasian/White","repub","against","repub_against",0,35,32,26,27,5,5,0,5,0,0,0,0,30,3.75,0,"Independent / non-partisan / politically neutral","Moderate Republican","Moderate Democrat","Journalist"
"6332517a492e9ac48804f991","dem","Democrat",66,"Male","Caucasian/White","dem","against","dem_against",1,55,60,60,60,0,8,0,0,14,14,14,8,58.75,2,12.5,"Moderate Republican","Strong Democrat","Independent / non-partisan / politically neutral","Journalist"
"632aa954e9b6a34171a5e7ed","dem","Democrat",34,"Male","Caucasian/White","repub","for","repub_for",0,70,27,60,74,70,20,80,74,84,72,62,87,57.75,61,76.25,"Moderate Republican","Strong Republican","Strong Republican","Policy Expert"
"5d6ac7e17658a1001a8c63b2","dem","Democrat",56,"Female","Caucasian/White","dem","against","dem_against",1,100,100,86,90,0,0,0,0,17,22,11,5,94,0,13.75,"Strong Democrat","Strong Democrat","Strong Democrat","Student"
"60f838095603e27ca51820a7","dem","Democrat",66,"Male","Caucasian/White","dem","against","dem_against",1,100,100,90,80,0,0,0,0,5,10,10,0,92.5,0,6.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Democrat","AI language model"
"63d2cb67dfc2a799bbd30c69","dem","Democrat",40,"Male","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,5,5,0,0,35,45,25,20,100,2.5,31.25,"Strong Democrat","Moderate Democrat","Strong Republican","Politician"
"5b2890f10ec82d0001d24b61","dem","Democrat",56,"Female","Caucasian/White","no role-play","for","no role-play_for",0,78,5,50,9,23,3,5,0,63,60,50,63,35.5,7.75,59,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","AI language model"
"633e64bfaab0e4bed6e5307d","dem","Democrat",45,"Male","African American/Black","no role-play","against","no role-play_against",0,50,50,50,64,18,17,19,50,27,33,35,31,53.5,26,31.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Moderate Democrat","Politician"
"629288376055ad7fb05bbf77","dem","Democrat",47,"Male","Caucasian/White","repub","against","repub_against",0,100,100,75,100,5,15,0,5,0,0,0,0,93.75,6.25,0,"Strong Republican","Independent / non-partisan / politically neutral","Moderate Republican","Politician"
"60cbabd69ddfb4d7243a1e38","dem","Democrat",50,"Male","Caucasian/White","dem","for","dem_for",1,81,91,86,83,16,19,21,24,42,42,41,42,85.25,20,41.75,"Moderate Democrat","Moderate Republican","Moderate Republican","Activist"
"629e1261dc860cbee1a8be12","dem","Democrat",39,"Female","Caucasian/White","repub","against","repub_against",0,40,40,40,20,0,0,0,0,0,0,0,0,35,0,0,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Democrat","Activist"
"5a6d3a19e6cc4a0001b6c47a","dem","Democrat",54,"Male","Caucasian/White","repub","for","repub_for",0,72,70,72,60,18,9,8,6,40,33,29,38,68.5,10.25,35,"Moderate Democrat","Strong Republican","Moderate Republican","Journalist"
"60e1e2e5bf8cfa6e08a411cb","dem","Democrat",44,"Female","Caucasian/White","no role-play","against","no role-play_against",0,73,79,75,75,11,12,13,16,18,29,22,40,75.5,13,27.25,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Democrat","Activist"
"60bab9f865afc7f8435a99d8","dem","Democrat",43,"Female","Caucasian/White","no role-play","against","no role-play_against",0,82,50,60,100,0,0,0,0,0,0,0,0,73,0,0,"Moderate Republican","Moderate Democrat","Strong Democrat","AI language model"
"635407b0f2c5045f78bd9326","dem","Democrat",29,"Male","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,0,29,0,0,0,20,19,10,100,7.25,12.25,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Republican","AI language model"
"60887a654f55f863e95ca944","dem","Democrat",60,"Female","Caucasian/White","dem","against","dem_against",1,60,60,60,60,0,0,0,0,10,10,20,20,60,0,15,"Moderate Democrat","Strong Republican","Moderate Democrat","Student"
"6077cb38de8f5c783d413450","dem","Democrat",50,"Male","Caucasian/White","dem","for","dem_for",1,95,95,95,70,13,14,56,10,0,50,8,0,88.75,23.25,14.5,"Strong Democrat","Moderate Democrat","Moderate Republican","AI language model"
"632d68dde8d04677f58d963c","dem","Democrat",26,"Male","Caucasian/White","repub","for","repub_for",0,98,100,95,100,0,0,0,0,10,21,14,15,98.25,0,15,"Strong Democrat","Strong Republican","Strong Republican","Politician"
"5c347cb8bef9a20001e30950","dem","Democrat",41,"Male","Caucasian/White","no role-play","for","no role-play_for",0,100,100,100,100,19,13,0,8,19,19,22,11,100,10,17.75,"Moderate Democrat","Moderate Democrat","Strong Republican","Policy Expert"
"608c451be10e84b9fc005f3e","dem","Democrat",72,"Female","African American/Black","repub","for","repub_for",0,50,80,60,40,20,25,50,10,50,60,50,60,57.5,26.25,55,"Moderate Republican","Strong Republican","Moderate Democrat","Politician"
"6516d5862e627be30bea296f","dem","Independent",52,"Male","Caucasian/White","repub","against","repub_against",0,50,50,45,50,0,30,0,0,15,15,15,85,48.75,7.5,32.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Democrat","AI language model"
"6296290ec41bde1525dbb77e","dem","Democrat",37,"Male","Caucasian/White","repub","for","repub_for",0,70,100,85,75,0,0,0,0,100,100,50,75,82.5,0,81.25,"Moderate Democrat","Moderate Democrat","Moderate Republican","Politician"
"632ccf5fdb3a004dec4919a2","dem","Democrat",41,"Male","Caucasian/White","no role-play","for","no role-play_for",0,93,79,58,100,50,50,0,0,77,87,28,86,82.5,25,69.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Democrat","Journalist"
"63014447bcd5b69388099876","dem","Democrat",18,"Female","African American/Black","repub","for","repub_for",0,88,28,79,69,62,58,63,86,75,35,36,77,66,67.25,55.75,"Moderate Democrat","Moderate Democrat","Moderate Democrat","Student"
"60cb71bff8a2183f0d5c659d","dem","Democrat",27,"Female","African American/Black","no role-play","against","no role-play_against",0,85,94,86,86,0,2,0,0,50,50,50,26,87.75,0.5,44,"Independent / non-partisan / politically neutral","Strong Republican","Moderate Republican","Politician"
"55acf681fdf99b3d5b2ab68c","dem","Democrat",39,"Female","Caucasian/White","dem","for","dem_for",1,100,100,100,100,0,0,0,0,0,0,0,100,100,0,25,"Moderate Democrat","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Journalist"
"5966886dee2508000108b02c","dem","Democrat",34,"Female","Caucasian/White","dem","for","dem_for",1,87,100,83,85,71,83,10,67,1,12,4,1,88.75,57.75,4.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Activist"
"62dd9de432522cb0157febc9","dem","Democrat",29,"Male","Hispanic or Latino","no role-play","for","no role-play_for",0,70,39,85,70,50,30,29,70,80,50,75,60,66,44.75,66.25,"Strong Democrat","Moderate Republican","Independent / non-partisan / politically neutral","Student"
"5a4ffbc076d1c60001aa9438","dem","Democrat",36,"Female","Caucasian/White","repub","against","repub_against",0,100,100,100,100,0,0,0,0,41,50,50,45,100,0,46.5,"Independent / non-partisan / politically neutral","Moderate Democrat","Independent / non-partisan / politically neutral","Activist"
"62c08fa6cab36e3a08790b49","dem","Democrat",68,"Male","Caucasian/White","dem","against","dem_against",1,86,92,88,86,2,10,4,1,24,26,19,10,88,4.25,19.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Policy Expert"
"6429ffe11a9806a9a95ad072","dem","Democrat",72,"Female","Caucasian/White","repub","for","repub_for",0,100,100,100,100,25,75,6,11,10,19,14,10,100,29.25,13.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model"
"63b6643cdbd50289e125a3e3","dem","Democrat",50,"Female","Caucasian/White","repub","against","repub_against",0,91,88,82,90,10,18,14,7,40,37,37,28,87.75,12.25,35.5,"Strong Republican","Independent / non-partisan / politically neutral","Moderate Republican","Journalist"
"6276d97e209059496d37bf74","dem","Democrat",56,"Female","Caucasian/White","no role-play","against","no role-play_against",0,28,13,35,26,2,9,4,7,13,11,25,12,25.5,5.5,15.25,"Other (Libertarian, Green Party, etc.)","Independent / non-partisan / politically neutral","Strong Democrat","AI language model"
"63c3068bd61c16717eeea2e5","dem","Democrat",58,"Female","Caucasian/White","no role-play","against","no role-play_against",0,94,90,90,95,0,0,0,0,15,25,27,42,92.25,0,27.25,"Moderate Democrat","Moderate Democrat","Moderate Democrat","Professor"
"5d44afdcad6d110019b0a960","dem","Democrat",58,"Female","Caucasian/White","repub","for","repub_for",0,100,100,94,100,40,40,20,45,75,80,65,70,98.5,36.25,72.5,"Moderate Republican","Moderate Democrat","Independent / non-partisan / politically neutral","AI language model"
"61084cf97f6981fb1f90683e","dem","Democrat",23,"Female","Caucasian/White","no role-play","against","no role-play_against",0,30,30,40,20,9,5,0,10,10,20,0,17,30,6,11.75,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Democrat","Activist"
"5ede3d2ef7c9f9068776c4d2","dem","Democrat",56,"Male","Caucasian/White","dem","against","dem_against",1,70,70,60,65,5,5,1,1,2,1,0,1,66.25,3,1,"Independent / non-partisan / politically neutral","Moderate Democrat","Strong Democrat","AI language model"
"5fb9b9c1c62f408e51e09e32","dem","Democrat",70,"Female","Caucasian/White","dem","for","dem_for",1,95,90,95,100,10,10,5,15,70,70,85,80,95,10,76.25,"Moderate Democrat","Strong Republican","Moderate Republican","Journalist"
"5a65daf2c0d836000107d1ba","dem","Democrat",42,"Female","Caucasian/White","dem","against","dem_against",1,60,45,44,60,2,0,0,0,0,14,0,0,52.25,0.5,3.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Democrat","Policy Expert"
"5d1e2045a37a4d001a1fc2cb","dem","Democrat",24,"Male","African American/Black","dem","for","dem_for",1,75,15,50,60,0,0,0,0,100,100,100,100,50,0,100,"Moderate Republican","Strong Republican","Strong Democrat","Politician"
"5ba288c63fd80800016308c4","dem","Democrat",30,"Male","Caucasian/White","dem","for","dem_for",1,97,92,100,92,16,29,36,31,30,29,31,50,95.25,28,35,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Republican","Activist"
"5f4f9bc1f7598f06b2dc816f","dem","Democrat",70,"Male","Caucasian/White","dem","against","dem_against",1,91,100,96,100,7,12,6,0,100,100,100,100,96.75,6.25,100,"Moderate Democrat","Moderate Democrat","Moderate Republican","Professor"
"61255c5cd3dc2cfd8fbc101d","dem","Democrat",73,"Male","Caucasian/White","no role-play","against","no role-play_against",0,81,71,81,81,0,8,9,0,24,38,56,56,78.5,4.25,43.5,"Moderate Republican","Moderate Democrat","Strong Democrat","Professor"
"5ad806b27ef172000161c7f1","dem","Democrat",31,"Male","Caucasian/White","no role-play","for","no role-play_for",0,50,40,70,40,0,0,0,0,10,9,15,10,50,0,11,"Moderate Democrat","Moderate Republican","Moderate Republican","Politician"
"63ea4ab1ce4168cbe9f63775","dem","Democrat",30,"Male","Caucasian/White","repub","against","repub_against",0,100,100,100,100,25,28,11,23,33,15,28,34,100,21.75,27.5,"Strong Republican","Independent / non-partisan / politically neutral","Moderate Democrat","AI language model"
"5de7d7a6603b1b73f3944f8e","dem","Democrat",36,"Male","Caucasian/White","dem","for","dem_for",1,86,81,73,85,16,24,1,18,13,29,22,18,81.25,14.75,20.5,"Strong Democrat","Strong Democrat","Strong Republican","Activist"
"5eeeafea50285537a29bf389","dem","Democrat",53,"Female","Caucasian/White","no role-play","against","no role-play_against",0,98,97,94,98,27,29,25,27,0,0,0,0,96.75,27,0,"Moderate Republican","Strong Democrat","Moderate Democrat","Journalist"
"62f8f9a33bc7d6d2915ea840","dem","Democrat",31,"Male","Caucasian/White","no role-play","for","no role-play_for",0,70,55,55,60,35,40,0,30,51,45,40,45,60,26.25,45.25,"Strong Democrat","Moderate Democrat","Moderate Republican","AI language model"
"65182c9349865c2cea60283c","dem","Democrat",45,"Female","Caucasian/White","repub","for","repub_for",0,68,34,63,38,71,71,66,69,15,17,6,5,50.75,69.25,10.75,"Strong Democrat","Moderate Democrat","Strong Republican","Politician"
