"prolific_ID","party","pol_affil","age","gender","ethnicity","treatment","stance","condition","aligned","vax_1","vax_2","vax_3","vax_4","elec_1","elec_2","elec_3","elec_4","dep_1","dep_2","dep_3","dep_4","dv_response_mean_vax","dv_response_mean_elec","dv_response_mean_dep","vax_partisanship","elec_partisanship","dep_partisanship","authorship","sex","party_binary"
"5fe508e86079e12a8a3b2427","repub","Republican",31,"Male","Caucasian/White","repub","for","repub_for",1,86,29,52,0,100,100,100,100,100,100,100,100,41.75,100,100,"Moderate Democrat","Moderate Republican","Independent / non-partisan / politically neutral","Student",0,1
"615ddab1e4f013092538b6c5","repub","Republican",60,"Male","Caucasian/White","repub","for","repub_for",1,73,41,57,64,63,55,54,55,84,70,67,77,58.75,56.75,74.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","AI language model",0,1
"5fd0dc0d8dae67016ed65a54","repub","Republican",32,"Male","Caucasian/White","repub","for","repub_for",1,37,43,50,48,71,44,72,59,73,49,61,50,44.5,61.5,58.25,"Moderate Democrat","Moderate Republican","Moderate Republican","Activist",0,1
"63ea751b7686e752f5ef78b2","repub","Republican",65,"Male","Caucasian/White","repub","for","repub_for",1,10,0,10,8,60,60,30,81,90,91,91,90,7,57.75,90.5,"Strong Democrat","Moderate Republican","Strong Republican","Politician",0,1
"6479ef255eeda61e229715e4","repub","Democrat",59,"Male","African American/Black","repub","against","repub_against",1,85,95,80,100,0,0,0,0,100,100,100,100,90,0,100,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Republican","Policy Expert",0,1
"60b322994d0b901954690036","repub","Republican",25,"Male","Caucasian/White","repub","against","repub_against",1,68,77,66,79,60,59,31,66,81,67,58,74,72.5,54,70,"Moderate Republican","Moderate Democrat","Moderate Republican","Journalist",0,1
"5ff07b5ee7a1d23e719e421e","repub","Republican",68,"Female","Caucasian/White","repub","for","repub_for",1,48,34,30,25,38,28,18,35,82,84,79,78,34.25,29.75,80.75,"Strong Democrat","Strong Republican","Independent / non-partisan / politically neutral","Activist",1,1
"5f5ce7f940a2614f6cb6e747","repub","Republican",37,"Female","Caucasian/White","repub","against","repub_against",1,5,9,21,3,11,12,19,22,13,30,35,57,9.5,16,33.75,"Strong Republican","Moderate Democrat","Independent / non-partisan / politically neutral","AI language model",1,1
"628f7ed6b17795e8b70cc336","repub","Republican",26,"Male","Caucasian/White","repub","against","repub_against",1,69,83,92,75,69,65,79,19,85,73,92,66,79.75,58,79,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Strong Republican","Activist",0,1
"6433027685899f1cfc35e39e","repub","Republican",48,"Female","Caucasian/White","repub","against","repub_against",1,78,31,37,72,73,72,73,65,67,54,68,77,54.5,70.75,66.5,"Moderate Republican","Moderate Republican","Moderate Democrat","Politician",1,1
"60a2b9a6ad671cebb06f2b0d","repub","Republican",94,"Female","Caucasian/White","repub","for","repub_for",1,70,50,60,50,19,19,10,20,91,91,91,100,57.5,17,93.25,"Moderate Democrat","Moderate Democrat","Strong Republican","AI language model",1,1
"63d2a4b549eb02187fd40092","repub","Republican",38,"Male","Caucasian/White","repub","for","repub_for",1,80,50,65,65,40,40,50,45,80,80,60,80,65,43.75,75,"Moderate Republican","Moderate Republican","Moderate Republican","Student",0,1
"63ea52d4549d0071da52a3e9","repub","Republican",43,"Male","Caucasian/White","repub","against","repub_against",1,8,1,0,0,62,64,36,60,79,83,76,79,2.25,55.5,79.25,"Moderate Republican","Strong Democrat","Moderate Democrat","AI language model",0,1
"61283769a39dd638c256540c","repub","Republican",47,"Male","Caucasian/White","repub","against","repub_against",1,19,31,24,10,4,16,3,7,56,11,9,28,21,7.5,26,"Moderate Republican","Moderate Republican","Moderate Republican","Activist",0,1
"5ced8f96a726ed0015d31452","repub","Republican",36,"Male","Caucasian/White","repub","against","repub_against",1,5,10,5,2,18,20,49,21,99,99,96,98,5.5,27,98,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Democrat","Activist",0,1
"638fdf87700dd1228bade2e1","repub","Republican",69,"Male","Caucasian/White","repub","for","repub_for",1,75,21,76,73,78,22,78,79,75,20,78,80,61.25,64.25,63.25,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Activist",0,1
"5ba3b4b2509a380001bee71d","repub","Republican",42,"Female","Caucasian/White","repub","for","repub_for",1,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,"Strong Democrat","Moderate Democrat","Moderate Republican","AI language model",1,1
"63251e479509813fab713ad2","repub","Republican",39,"Male","Caucasian/White","repub","against","repub_against",1,0,40,50,0,5,5,35,5,32,55,21,38,22.5,12.5,36.5,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Republican","Activist",0,1
"62d59a066ee263bb659aa445","repub","Republican",69,"Female","Caucasian/White","repub","for","repub_for",1,50,10,70,10,10,10,0,10,100,100,100,100,35,7.5,100,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model",1,1
"5f3d6975ef131710ed519c7a","repub","Republican",34,"Male","Hispanic or Latino","repub","for","repub_for",1,76,28,78,76,83,28,66,61,83,19,87,26,64.5,59.5,53.75,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Republican","Journalist",0,1
"646ff97937530e7cfc34ae2e","repub","Republican",50,"Female","African American/Black","repub","against","repub_against",1,81,25,77,76,17,11,14,89,84,68,79,79,64.75,32.75,77.5,"Moderate Democrat","Moderate Democrat","Moderate Democrat","Activist",1,1
"63614f71fa75fcbcee84f2ac","repub","Republican",43,"Male","Caucasian/White","repub","for","repub_for",1,30,10,30,10,70,70,10,90,90,90,90,95,20,60,91.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","Student",0,1
"5c0b388b9c7b1100015ab55f","repub","Republican",55,"Female","Caucasian/White","repub","against","repub_against",1,0,0,0,0,100,100,74,100,100,100,100,100,0,93.5,100,"Strong Republican","Strong Democrat","Moderate Democrat","Professor",1,1
"5ff12368d42dc550d649c762","repub","Republican",56,"Male","Hispanic or Latino","repub","against","repub_against",1,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,"Moderate Republican","Moderate Republican","Independent / non-partisan / politically neutral","Politician",0,1
"5c996e2941172c00015d6e27","repub","Republican",22,"Male","Caucasian/White","repub","for","repub_for",1,41,38,40,50,50,75,25,71,100,100,100,100,42.25,55.25,100,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Activist",0,1
"5ec00f62cf12be40ea6fe344","repub","Republican",48,"Female","Caucasian/White","repub","for","repub_for",1,60,0,50,30,50,50,50,50,100,100,98,100,35,50,99.5,"Strong Democrat","Independent / non-partisan / politically neutral","Moderate Republican","AI language model",1,1
"640d43c9451ce148162a7643","repub","Republican",48,"Male","Caucasian/White","repub","against","repub_against",1,1,0,0,0,43,33,7,11,75,93,79,100,0.25,23.5,86.75,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","Policy Expert",0,1
"5fc6e3a0040c3f0e7cb45c8a","repub","Republican",33,"Female","Caucasian/White","repub","for","repub_for",1,70,0,4,0,40,20,0,40,100,100,90,100,18.5,25,97.5,"Moderate Democrat","Strong Republican","Strong Republican","Journalist",1,1
"63d5daa80d80a745de740c13","repub","Republican",59,"Female","Caucasian/White","repub","against","repub_against",1,0,0,0,0,40,29,50,80,100,100,100,100,0,49.75,100,"Strong Republican","Strong Democrat","Moderate Democrat","Politician",1,1
"58ed2be2a083320001a13783","repub","Republican",39,"Female","Caucasian/White","repub","against","repub_against",1,68,79,56,71,4,2,3,5,49,43,33,50,68.5,3.5,43.75,"Strong Republican","Strong Republican","Strong Republican","Politician",1,1
"5bd9dc9abf1a7800011db1f1","repub","Republican",67,"Female","Caucasian/White","repub","for","repub_for",1,100,100,73,100,72,32,0,34,75,74,39,100,93.25,34.5,72,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","Journalist",1,1
"6394e32126ebbdc7b10c6748","repub","Republican",60,"Male","Caucasian/White","repub","for","repub_for",1,10,0,0,0,80,80,50,100,100,100,100,100,2.5,77.5,100,"Moderate Democrat","Moderate Republican","Strong Republican","Politician",0,1
"63ea72a1db4b8d9938f2b0c4","repub","Republican",31,"Male","Caucasian/White","repub","for","repub_for",1,63,35,71,65,71,24,71,80,49,32,64,66,58.5,61.5,52.75,"Strong Republican","Moderate Republican","Moderate Republican","Professor",0,1
"63bc0a007b1c348dff56b59d","repub","Republican",50,"Female","Caucasian/White","repub","against","repub_against",1,100,100,100,100,0,0,0,25,100,100,100,100,100,6.25,100,"Moderate Republican","Strong Democrat","Moderate Republican","AI language model",1,1
"63614af3f714542282bd139b","repub","Republican",47,"Male","Caucasian/White","repub","for","repub_for",1,63,70,78,74,4,14,8,4,81,96,85,91,71.25,7.5,88.25,"Moderate Democrat","Moderate Republican","Strong Republican","Activist",0,1
"616629da4f4bc576d2286b5b","repub","Republican",33,"Female","Caucasian/White","repub","for","repub_for",1,40,50,40,40,60,50,30,50,60,60,60,50,42.5,47.5,57.5,"Moderate Democrat","Moderate Republican","Moderate Republican","Student",1,1
"644f255ec4f58fe559261911","repub","Republican",65,"Male","Caucasian/White","repub","against","repub_against",1,50,0,0,0,100,100,0,100,0,18,0,50,12.5,75,17,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Republican","AI language model",0,1
"6383c45c33cfe57f57d049a9","repub","Republican",54,"Female","Caucasian/White","repub","for","repub_for",1,0,0,0,0,100,100,84,100,100,100,100,100,0,96,100,"Independent / non-partisan / politically neutral","Strong Republican","Independent / non-partisan / politically neutral","Journalist",1,1
"64d51bcdead49bdcdb2ddc37","repub","Republican",49,"Female","Caucasian/White","repub","against","repub_against",1,39,87,50,50,40,20,11,50,41,29,33,61,56.5,30.25,41,"Moderate Republican","Strong Democrat","Moderate Republican","AI language model",1,1
"62d1972976dd315728ead6f9","repub","Republican",50,"Female","Caucasian/White","repub","against","repub_against",1,80,80,85,90,55,60,30,75,70,70,50,75,83.75,55,66.25,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Democrat","AI language model",1,1
"5d88db42c1d06e001a1fdcab","repub","Republican",49,"Female","Caucasian/White","repub","for","repub_for",1,12,13,26,10,18,13,13,10,62,90,51,59,15.25,13.5,65.5,"Strong Democrat","Moderate Democrat","Strong Republican","AI language model",1,1
"644485d4cbe90aa83cb34c14","repub","Republican",49,"Male","Caucasian/White","repub","against","repub_against",1,70,40,50,60,71,40,40,50,61,28,40,60,55,50.25,47.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Democrat","Professor",0,1
"5c3517a567013e0001eff811","repub","Republican",40,"Female","Caucasian/White","repub","against","repub_against",1,3,0,2,0,22,33,34,79,20,18,28,23,1.25,42,22.25,"Moderate Democrat","Strong Democrat","Moderate Republican","Student",1,1
"5aaae8c215253500012c5997","repub","Republican",51,"Male","Caucasian/White","repub","for","repub_for",1,0,0,0,0,20,40,60,50,90,95,90,100,0,42.5,93.75,"Strong Republican","Independent / non-partisan / politically neutral","Strong Republican","AI language model",0,1
"64401360c45f52531fde4aa6","repub","Republican",20,"Male","Hispanic or Latino","repub","for","repub_for",1,8,0,62,10,80,90,40,80,100,94,88,94,20,72.5,94,"Independent / non-partisan / politically neutral","Strong Republican","Moderate Republican","Journalist",0,1
"62fd42136d0fe24eccb23ec9","repub","Republican",26,"Male","Caucasian/White","repub","against","repub_against",1,100,90,0,100,36,60,0,56,80,90,0,70,72.5,38,60,"Moderate Republican","Strong Republican","Strong Democrat","Professor",0,1
"5d7047d764b37b0017ffa710","repub","Republican",52,"Female","Caucasian/White","repub","against","repub_against",1,4,0,0,0,51,28,20,50,90,95,59,70,1,37.25,78.5,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","Journalist",1,1
"63c9fd72104f2f9bdc6b1fcc","repub","Republican",85,"Male","Caucasian/White","repub","for","repub_for",1,82,21,80,83,72,29,77,77,73,61,77,82,66.5,63.75,73.25,"Strong Republican","Strong Republican","Strong Republican","Politician",0,1
"6392360efb6e254ffd31e722","repub","Republican",49,"Male","Asian or Pacific Islander","repub","against","repub_against",1,50,20,40,20,20,15,0,5,81,80,70,90,32.5,10,80.25,"Strong Republican","Independent / non-partisan / politically neutral","Strong Democrat","AI language model",0,1
"6387984be099d077b7cd8508","repub","Republican",53,"Female","Caucasian/White","repub","for","repub_for",1,0,0,0,0,91,93,50,91,67,77,50,63,0,81.25,64.25,"Strong Democrat","Moderate Republican","Strong Republican","AI language model",1,1
"59f226a9d6380600018b2923","repub","Republican",59,"Female","Caucasian/White","repub","against","repub_against",1,1,0,0,0,69,68,21,78,71,82,69,88,0.25,59,77.5,"Moderate Republican","Moderate Democrat","Independent / non-partisan / politically neutral","Politician",1,1
"63cac85f8519383ef0422593","repub","Republican",57,"Male","Hispanic or Latino","repub","for","repub_for",1,40,60,40,60,10,10,10,10,60,60,50,60,50,10,57.5,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","AI language model",0,1
"632a431da6f161fcb809ed01","repub","Republican",53,"Male","Hispanic or Latino","repub","for","repub_for",1,5,4,4,90,17,10,23,76,80,74,46,71,25.75,31.5,67.75,"Moderate Democrat","Moderate Democrat","Moderate Republican","Politician",0,1
"5fd18d125e1f92195b1717bc","repub","Republican",26,"Male","African American/Black","repub","for","repub_for",1,32,5,38,0,88,100,50,96,78,79,80,73,18.75,83.5,77.5,"Strong Democrat","Strong Republican","Strong Republican","Student",0,1
"5a1efc2b517dfb00013dd370","repub","Republican",33,"Male","Caucasian/White","repub","against","repub_against",1,94,100,94,97,0,0,0,0,11,35,57,57,96.25,0,40,"Strong Republican","Moderate Democrat","Moderate Democrat","AI language model",0,1
"64077ddd11208afe2bec171a","repub","Republican",27,"Male","Caucasian/White","repub","against","repub_against",1,11,7,5,10,77,79,45,20,100,100,100,100,8.25,55.25,100,"Strong Republican","Strong Democrat","Strong Democrat","Activist",0,1
"6106dff95e2948f146c25d10","repub","Republican",23,"Female","Caucasian/White","repub","for","repub_for",1,50,34,30,50,81,80,13,85,64,90,74,69,41,64.75,74.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","Politician",1,1
"5d99f1a45a1126001c5c0a84","repub","Republican",41,"Male","Caucasian/White","repub","against","repub_against",1,25,19,29,20,30,31,38,40,60,64,50,75,23.25,34.75,62.25,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","Policy Expert",0,1
"6441c37f5666c66e67eba833","repub","Republican",26,"Male","African American/Black","repub","against","repub_against",1,29,18,19,2,56,58,73,79,84,87,85,84,17,66.5,85,"Strong Republican","Independent / non-partisan / politically neutral","Strong Republican","Activist",0,1
"5f0c7ea47cf1495f4587f741","repub","Republican",47,"Female","Caucasian/White","repub","for","repub_for",1,0,0,0,0,100,93,100,100,100,100,100,100,0,98.25,100,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Republican","Journalist",1,1
"63e538754c4b30560ca84884","repub","Republican",31,"Male","Asian or Pacific Islander","repub","against","repub_against",1,71,16,40,44,1,36,5,37,92,79,83,97,42.75,19.75,87.75,"Moderate Republican","Strong Republican","Moderate Democrat","Journalist",0,1
"5e1f8fbfb202032c463f3e06","repub","Republican",62,"Female","Caucasian/White","repub","for","repub_for",1,50,0,0,19,43,45,50,40,100,100,100,100,17.25,44.5,100,"Strong Democrat","Independent / non-partisan / politically neutral","Strong Republican","Professor",1,1
"5e937e8e4d246b6b4162ae72","repub","Republican",34,"Male","Caucasian/White","repub","for","repub_for",1,21,9,44,3,36,42,48,42,86,75,75,73,19.25,42,77.25,"Moderate Democrat","Strong Democrat","Strong Republican","Activist",0,1
"606e4eb2a56685e5593304cd","repub","Republican",54,"Male","Caucasian/White","repub","against","repub_against",1,34,29,17,30,3,4,2,1,88,96,86,97,27.5,2.5,91.75,"Other (Libertarian, Green Party, etc.)","Moderate Democrat","Strong Democrat","Activist",0,1
"64c006c43b26c6796d9f6a23","repub","Republican",60,"Female","Caucasian/White","repub","for","repub_for",1,50,50,50,50,50,50,50,50,91,100,88,100,50,50,94.75,"Moderate Democrat","Moderate Republican","Moderate Republican","AI language model",1,1
"6238dfab577ecd4adb97a917","repub","Republican",50,"Male","Caucasian/White","repub","against","repub_against",1,0,0,50,0,100,100,0,0,100,100,100,100,12.5,50,100,"Strong Democrat","Strong Democrat","Strong Democrat","Politician",0,1
"5c28feff5ffcb7000128a541","repub","Republican",49,"Male","Caucasian/White","repub","for","repub_for",1,0,0,0,0,40,40,50,40,85,95,80,95,0,42.5,88.75,"Strong Democrat","Moderate Democrat","Strong Republican","AI language model",0,1
"628680b0d4bdb53d2edbeae2","repub","Republican",56,"Female","Caucasian/White","repub","against","repub_against",1,9,8,25,50,7,89,50,9,91,100,91,100,23,38.75,95.5,"Strong Republican","Strong Democrat","Strong Democrat","Politician",1,1
"636581a08eab842daa28f00a","repub","Republican",32,"Male","Caucasian/White","repub","against","repub_against",1,71,40,70,72,84,23,77,74,67,25,70,73,63.25,64.5,58.75,"Moderate Republican","Moderate Republican","Moderate Republican","Journalist",0,1
"6475368fa8d5b3392676349f","repub","Republican",57,"Female","Caucasian/White","repub","for","repub_for",1,83,64,75,75,43,43,19,35,91,64,57,79,74.25,35,72.75,"Moderate Republican","Moderate Democrat","Strong Republican","Activist",1,1
"63c657d8e7734108a9b52587","repub","Republican",49,"Female","Caucasian/White","repub","for","repub_for",1,75,27,69,60,36,38,63,42,60,38,62,58,57.75,44.75,54.5,"Independent / non-partisan / politically neutral","Moderate Republican","Moderate Republican","Journalist",1,1
"5c3c7913b4f22c0001a0809c","repub","Republican",70,"Male","Caucasian/White","repub","against","repub_against",1,19,9,15,16,40,40,51,45,57,86,61,75,14.75,44,69.75,"Moderate Republican","Moderate Democrat","Moderate Democrat","Activist",0,1
"63d9bbe653e18c0a4e74f51f","repub","Independent",48,"Female","African American/Black","repub","for","repub_for",1,100,100,100,100,0,0,0,91,0,0,0,0,100,22.75,0,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Democrat","AI language model",1,1
"60fee74fa3b33a3312af7568","repub","Republican",28,"Female","Caucasian/White","repub","for","repub_for",1,0,0,0,0,82,84,0,73,100,100,100,100,0,59.75,100,"Moderate Democrat","Moderate Democrat","Independent / non-partisan / politically neutral","Activist",1,1
"58f0fca0d40252000192f201","repub","Republican",42,"Male","Caucasian/White","repub","against","repub_against",1,84,23,78,73,14,15,10,6,74,91,27,88,64.5,11.25,70,"Moderate Republican","Independent / non-partisan / politically neutral","Moderate Democrat","Activist",0,1
"609bf492ae7a337617aa386d","repub","Republican",48,"Female","Asian or Pacific Islander","repub","against","repub_against",1,70,100,80,80,0,0,0,0,70,90,80,90,82.5,0,82.5,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Student",1,1
"6341b7b2e340e467cab1363b","repub","Republican",53,"Male","Caucasian/White","repub","against","repub_against",1,5,5,12,0,25,30,0,25,20,30,20,53,5.5,20,30.75,"Independent / non-partisan / politically neutral","Moderate Democrat","Moderate Democrat","Student",0,1
"650b7262fef06ad489737bd1","repub","Republican",55,"Female","African American/Black","repub","for","repub_for",1,60,70,60,70,82,80,10,90,70,80,81,50,65,65.5,70.25,"Moderate Republican","Independent / non-partisan / politically neutral","Strong Republican","Activist",1,1
"629f7118ea1b5e22a22a6b39","repub","Republican",30,"Male","Caucasian/White","repub","for","repub_for",1,5,13,5,0,81,81,7,86,80,88,79,92,5.75,63.75,84.75,"Strong Democrat","Moderate Republican","Moderate Democrat","AI language model",0,1
"600c167e28de48080e812884","repub","Republican",57,"Male","Caucasian/White","repub","against","repub_against",1,0,0,0,0,61,64,44,62,100,100,100,100,0,57.75,100,"Moderate Republican","Moderate Democrat","Strong Democrat","Journalist",0,1
"63f0e61bbeb61d5ced623832","repub","Republican",51,"Female","Caucasian/White","repub","against","repub_against",1,5,5,15,0,77,52,37,95,97,100,99,100,6.25,65.25,99,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Democrat","AI language model",1,1
"60ca4cfb5c287146cad0695a","repub","Republican",39,"Male","Caucasian/White","repub","for","repub_for",1,61,60,63,60,50,50,50,50,96,100,100,100,61,50,99,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model",0,1
"6503174be9aec6e887e1ca95","repub","Republican",28,"Female","Caucasian/White","repub","for","repub_for",1,30,30,65,35,15,10,10,0,65,60,55,55,40,8.75,58.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Student",1,1
"64619b33f37b524af54113aa","repub","Republican",54,"Female","Caucasian/White","repub","against","repub_against",1,60,20,55,25,40,40,20,55,75,70,60,75,40,38.75,70,"Independent / non-partisan / politically neutral","Strong Democrat","Moderate Democrat","Professor",1,1
"5af835d8e19f8c00019e6dc0","repub","Republican",40,"Male","Caucasian/White","repub","against","repub_against",1,25,50,50,40,0,5,0,0,75,75,70,95,41.25,1.25,78.75,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Moderate Democrat","Professor",0,1
"6518353efd6c167905451597","repub","Republican",46,"Female","Caucasian/White","repub","against","repub_against",1,35,35,45,34,27,40,28,30,46,50,50,50,37.25,31.25,49,"Moderate Republican","Other (Libertarian, Green Party, etc.)","Independent / non-partisan / politically neutral","AI language model",1,1
"5c925b0fb138fe0014e4036b","repub","Independent",47,"Female","Caucasian/White","repub","for","repub_for",1,0,0,0,0,100,100,50,100,100,100,100,100,0,87.5,100,"Strong Democrat","Strong Democrat","Independent / non-partisan / politically neutral","AI language model",1,1
"5b9132c0e17f450001614978","repub","Republican",38,"Female","Caucasian/White","repub","for","repub_for",1,50,30,38,12,31,29,50,50,72,82,68,71,32.5,40,73.25,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Politician",1,1
"64a817b8fc791ab9252ad87e","repub","Republican",63,"Female","Caucasian/White","repub","against","repub_against",1,0,0,0,0,75,75,50,75,100,100,100,100,0,68.75,100,"Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","Independent / non-partisan / politically neutral","AI language model",1,1
"5bc913d99427200001dd47f5","repub","Republican",74,"Female","Caucasian/White","repub","for","repub_for",1,95,94,83,83,28,29,9,10,94,90,50,93,88.75,19,81.75,"Moderate Democrat","Independent / non-partisan / politically neutral","Moderate Republican","Activist",1,1
"614df4fe66306d872bf6b288","repub","Republican",51,"Male","Caucasian/White","repub","for","repub_for",1,25,25,100,20,0,0,0,0,100,100,50,100,42.5,0,87.5,"Strong Democrat","Strong Democrat","Strong Republican","Activist",0,1
"61575f1257634f8182c29c16","repub","Republican",32,"Male","Caucasian/White","repub","against","repub_against",1,56,65,63,63,0,40,0,0,61,71,54,84,61.75,10,67.5,"Moderate Democrat","Moderate Democrat","Strong Democrat","AI language model",0,1
"63efaace5197dda4627d742f","repub","Republican",45,"Female","Caucasian/White","repub","against","repub_against",1,50,0,0,1,30,32,30,25,90,90,95,100,12.75,29.25,93.75,"Moderate Republican","Moderate Democrat","Moderate Democrat","Student",1,1
"65075221b7433a8570340a33","repub","Republican",57,"Male","Caucasian/White","repub","for","repub_for",1,80,30,60,60,5,5,51,5,100,100,100,100,57.5,16.5,100,"Moderate Democrat","Independent / non-partisan / politically neutral","Strong Republican","AI language model",0,1
"63b6be87ead45e4fa772fbf5","repub","Republican",39,"Female","Caucasian/White","repub","for","repub_for",1,33,0,17,0,32,78,35,35,100,100,100,100,12.5,45,100,"Moderate Democrat","Moderate Republican","Strong Republican","Activist",1,1
"614f3e97778b4788ee17e8e7","repub","Republican",55,"Male","Caucasian/White","repub","against","repub_against",1,0,0,55,0,75,53,50,60,100,100,100,100,13.75,59.5,100,"Moderate Republican","Strong Democrat","Strong Democrat","Student",0,1
"62bb6a26ba959335811bad0c","repub","Independent",23,"Male","African American/Black","repub","for","repub_for",1,0,0,0,0,0,0,0,0,30,30,30,30,0,0,30,"Other (Libertarian, Green Party, etc.)","Independent / non-partisan / politically neutral","Strong Democrat","AI language model",0,1
"5fed41e3e14422f5e308c6e5","repub","Republican",45,"Male","Caucasian/White","repub","against","repub_against",1,10,10,50,10,15,15,20,15,30,30,30,35,20,16.25,31.25,"Strong Republican","Moderate Democrat","Moderate Republican","AI language model",0,1
"57bfc1beef05670001ee84c2","repub","Republican",28,"Male","Caucasian/White","repub","against","repub_against",1,0,0,30,0,10,10,9,8,85,86,85,100,7.5,9.25,89,"Strong Republican","Strong Democrat","Strong Democrat","Politician",0,1
